streamlit_key,risk_level_text,year,disease_class,disease,region,cases,population,incidence_100k,disease_score,case_trend_score,weather_or_habitat,habitat_en,tick_count,tick_score,tick_source_year,tick_data_match_type,final_risk_score,risk_level_code,env_source_url,note
string,string,continuous,continuous,라임병 중증열성혈소판감소증후군(SFTS) 쯔쯔가무시증,강원 경기 경남 경북 광주 대구 대전 부산 서울 세종 울산 인천 전남 전북 제주 충남 충북,continuous,continuous,continuous,continuous,continuous,무덤 산길 잡목림 초지,Copse/Woodland Grassland Grave Mountain\ road,continuous,continuous,continuous,exact_year latest_available_proxy,continuous,continuous,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15 https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17 https://pdfs.semanticscholar.org/6342/0fd8726773d7041a1f582d676c4b8f8a3ac9.pdf https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병\ 60%\ +\ 환경별\ 진드기점수\ 40%로\ 계산 질병\ 60%\ +\ 환경별\ 진드기점수\ 40%로\ 계산;\ 2025년\ 환경자료\ 없음:\ 2024년\ 환경별\ tick_score\ 대체\ 사용
meta,meta,,,,,,,,,,,,,,,,,,,
2021|라임병|인천|초지,나쁨,2021,3,라임병,인천,1,2948375,0.0339,33.33,,초지,Grassland,26676,100.00,2021,exact_year,59.998,4,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|광주|무덤,매우 좋음,2021,3,라임병,광주,0,1441611,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|광주|산길,매우 좋음,2021,3,라임병,광주,0,1441611,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|광주|잡목림,좋음,2021,3,라임병,광주,0,1441611,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|광주|초지,양호,2021,3,라임병,광주,0,1441611,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|대전|무덤,좋음,2021,3,라임병,대전,1,1452251,0.0689,33.33,,무덤,Grave,10176,0.00,2021,exact_year,19.998,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|대전|산길,좋음,2021,3,라임병,대전,1,1452251,0.0689,33.33,,산길,Mountain road,13580,20.63,2021,exact_year,28.25,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|대전|잡목림,양호,2021,3,라임병,대전,1,1452251,0.0689,33.33,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,36.802,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|대전|초지,나쁨,2021,3,라임병,대전,1,1452251,0.0689,33.33,,초지,Grassland,26676,100.00,2021,exact_year,59.998,4,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|울산|무덤,매우 좋음,2021,3,라임병,울산,0,1121592,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|울산|산길,매우 좋음,2021,3,라임병,울산,0,1121592,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|울산|잡목림,좋음,2021,3,라임병,울산,0,1121592,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|울산|초지,양호,2021,3,라임병,울산,0,1121592,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경기|무덤,좋음,2021,3,라임병,경기,1,13565450,0.0074,33.33,,무덤,Grave,10176,0.00,2021,exact_year,19.998,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경기|산길,좋음,2021,3,라임병,경기,1,13565450,0.0074,33.33,,산길,Mountain road,13580,20.63,2021,exact_year,28.25,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경기|잡목림,양호,2021,3,라임병,경기,1,13565450,0.0074,33.33,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,36.802,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경기|초지,나쁨,2021,3,라임병,경기,1,13565450,0.0074,33.33,,초지,Grassland,26676,100.00,2021,exact_year,59.998,4,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|강원|무덤,매우 좋음,2021,3,라임병,강원,0,1538492,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|강원|산길,매우 좋음,2021,3,라임병,강원,0,1538492,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|강원|잡목림,좋음,2021,3,라임병,강원,0,1538492,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|강원|초지,양호,2021,3,라임병,강원,0,1538492,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충북|무덤,매우 좋음,2021,3,라임병,충북,0,1597427,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충북|산길,매우 좋음,2021,3,라임병,충북,0,1597427,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충북|잡목림,좋음,2021,3,라임병,충북,0,1597427,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충북|초지,양호,2021,3,라임병,충북,0,1597427,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충남|무덤,나쁨,2021,3,라임병,충남,3,2119257,0.1416,100.00,,무덤,Grave,10176,0.00,2021,exact_year,60,4,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충남|산길,나쁨,2021,3,라임병,충남,3,2119257,0.1416,100.00,,산길,Mountain road,13580,20.63,2021,exact_year,68.252,4,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충남|잡목림,매우 나쁨,2021,3,라임병,충남,3,2119257,0.1416,100.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,76.804,5,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|충남|초지,최악,2021,3,라임병,충남,3,2119257,0.1416,100.00,,초지,Grassland,26676,100.00,2021,exact_year,100,6,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전북|무덤,매우 좋음,2021,3,라임병,전북,0,1786855,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전북|산길,매우 좋음,2021,3,라임병,전북,0,1786855,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전북|잡목림,좋음,2021,3,라임병,전북,0,1786855,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전북|초지,양호,2021,3,라임병,전북,0,1786855,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전남|무덤,매우 좋음,2021,3,라임병,전남,0,1832803,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전남|산길,매우 좋음,2021,3,라임병,전남,0,1832803,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전남|잡목림,좋음,2021,3,라임병,전남,0,1832803,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|전남|초지,양호,2021,3,라임병,전남,0,1832803,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경북|무덤,매우 좋음,2021,3,라임병,경북,0,2626609,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경북|산길,매우 좋음,2021,3,라임병,경북,0,2626609,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경북|잡목림,좋음,2021,3,라임병,경북,0,2626609,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경북|초지,양호,2021,3,라임병,경북,0,2626609,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경남|무덤,매우 좋음,2021,3,라임병,경남,0,3314183,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경남|산길,매우 좋음,2021,3,라임병,경남,0,3314183,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경남|잡목림,좋음,2021,3,라임병,경남,0,3314183,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|경남|초지,양호,2021,3,라임병,경남,0,3314183,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|제주|무덤,매우 좋음,2021,3,라임병,제주,0,676759,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|제주|산길,매우 좋음,2021,3,라임병,제주,0,676759,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|제주|잡목림,좋음,2021,3,라임병,제주,0,676759,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|제주|초지,양호,2021,3,라임병,제주,0,676759,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|세종|무덤,매우 좋음,2021,3,라임병,세종,0,371895,0.0000,0.00,,무덤,Grave,10176,0.00,2021,exact_year,0,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|세종|산길,매우 좋음,2021,3,라임병,세종,0,371895,0.0000,0.00,,산길,Mountain road,13580,20.63,2021,exact_year,8.252,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|세종|잡목림,좋음,2021,3,라임병,세종,0,371895,0.0000,0.00,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,16.804,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|라임병|세종|초지,양호,2021,3,라임병,세종,0,371895,0.0000,0.00,,초지,Grassland,26676,100.00,2021,exact_year,40,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|서울|무덤,매우 좋음,2021,3,쯔쯔가무시증,서울,119,9509458,1.2514,7.40,,무덤,Grave,10176,0.00,2021,exact_year,4.44,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|서울|산길,매우 좋음,2021,3,쯔쯔가무시증,서울,119,9509458,1.2514,7.40,,산길,Mountain road,13580,20.63,2021,exact_year,12.692,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|서울|잡목림,좋음,2021,3,쯔쯔가무시증,서울,119,9509458,1.2514,7.40,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,21.244,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|서울|초지,보통,2021,3,쯔쯔가무시증,서울,119,9509458,1.2514,7.40,,초지,Grassland,26676,100.00,2021,exact_year,44.44,3,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|부산|무덤,좋음,2021,3,쯔쯔가무시증,부산,421,3350380,12.5657,32.21,,무덤,Grave,10176,0.00,2021,exact_year,19.326,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|부산|산길,좋음,2021,3,쯔쯔가무시증,부산,421,3350380,12.5657,32.21,,산길,Mountain road,13580,20.63,2021,exact_year,27.578,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|부산|잡목림,양호,2021,3,쯔쯔가무시증,부산,421,3350380,12.5657,32.21,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,36.13,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|부산|초지,나쁨,2021,3,쯔쯔가무시증,부산,421,3350380,12.5657,32.21,,초지,Grassland,26676,100.00,2021,exact_year,59.326,4,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|대구|무덤,매우 좋음,2021,3,쯔쯔가무시증,대구,142,2385412,5.9529,9.29,,무덤,Grave,10176,0.00,2021,exact_year,5.574,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|대구|산길,매우 좋음,2021,3,쯔쯔가무시증,대구,142,2385412,5.9529,9.29,,산길,Mountain road,13580,20.63,2021,exact_year,13.826,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|대구|잡목림,좋음,2021,3,쯔쯔가무시증,대구,142,2385412,5.9529,9.29,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,22.378,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|대구|초지,보통,2021,3,쯔쯔가무시증,대구,142,2385412,5.9529,9.29,,초지,Grassland,26676,100.00,2021,exact_year,45.574,3,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|인천|무덤,매우 좋음,2021,3,쯔쯔가무시증,인천,58,2948375,1.9672,2.38,,무덤,Grave,10176,0.00,2021,exact_year,1.428,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|인천|산길,매우 좋음,2021,3,쯔쯔가무시증,인천,58,2948375,1.9672,2.38,,산길,Mountain road,13580,20.63,2021,exact_year,9.68,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|인천|잡목림,좋음,2021,3,쯔쯔가무시증,인천,58,2948375,1.9672,2.38,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,18.232,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|인천|초지,양호,2021,3,쯔쯔가무시증,인천,58,2948375,1.9672,2.38,,초지,Grassland,26676,100.00,2021,exact_year,41.428,2,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|광주|무덤,매우 좋음,2021,3,쯔쯔가무시증,광주,156,1441611,10.8212,10.44,,무덤,Grave,10176,0.00,2021,exact_year,6.264,0,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|광주|산길,좋음,2021,3,쯔쯔가무시증,광주,156,1441611,10.8212,10.44,,산길,Mountain road,13580,20.63,2021,exact_year,14.516,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
2021|쯔쯔가무시증|광주|잡목림,좋음,2021,3,쯔쯔가무시증,광주,156,1441611,10.8212,10.44,,잡목림,Copse/Woodland,17108,42.01,2021,exact_year,23.068,1,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15,질병 60% + 환경별 진드기점수 40%로 계산
