streamlit_key,risk_level_text,year,disease_class,disease,region,cases,population,incidence_100k,disease_score,case_trend_score,weather_or_habitat,habitat_en,tick_count,tick_score,tick_source_year,tick_data_match_type,final_risk_score,risk_level_code,env_source_url,note
string,string,continuous,continuous,라임병 중증열성혈소판감소증후군(SFTS) 쯔쯔가무시증,강원 경기 경남 경북 광주 대구 대전 부산 서울 세종 울산 인천 전남 전북 제주 충남 충북,continuous,continuous,continuous,continuous,continuous,무덤 산길 잡목림 초지,Copse/Woodland Grassland Grave Mountain\ road,continuous,continuous,continuous,exact_year latest_available_proxy,continuous,continuous,https://neweng-phwr.inforang.com/journal/download_pdf.php?number=23&spage=1596&volume=15 https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17 https://pdfs.semanticscholar.org/6342/0fd8726773d7041a1f582d676c4b8f8a3ac9.pdf https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병\ 60%\ +\ 환경별\ 진드기점수\ 40%로\ 계산 질병\ 60%\ +\ 환경별\ 진드기점수\ 40%로\ 계산;\ 2025년\ 환경자료\ 없음:\ 2024년\ 환경별\ tick_score\ 대체\ 사용
meta,meta,,,,,,,,,,,,,,,,,,,
2022|쯔쯔가무시증|전남|산길,보통,2022,3,쯔쯔가무시증,전남,1023,1817697,56.2800,76.36,68.45,산길,Mountain road,8662,0.00,2022,exact_year,45.816,3,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|전남|잡목림,매우 나쁨,2022,3,쯔쯔가무시증,전남,1023,1817697,56.2800,76.36,68.45,잡목림,Copse/Woodland,20558,96.49,2022,exact_year,84.412,5,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|전남|초지,최악,2022,3,쯔쯔가무시증,전남,1023,1817697,56.2800,76.36,68.45,초지,Grassland,20991,100.00,2022,exact_year,85.816,6,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경북|무덤,좋음,2022,3,쯔쯔가무시증,경북,435,2600492,16.7276,31.37,86.04,무덤,Grave,11048,19.35,2022,exact_year,26.562,1,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경북|산길,좋음,2022,3,쯔쯔가무시증,경북,435,2600492,16.7276,31.37,86.04,산길,Mountain road,8662,0.00,2022,exact_year,18.822,1,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경북|잡목림,나쁨,2022,3,쯔쯔가무시증,경북,435,2600492,16.7276,31.37,86.04,잡목림,Copse/Woodland,20558,96.49,2022,exact_year,57.418,4,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경북|초지,나쁨,2022,3,쯔쯔가무시증,경북,435,2600492,16.7276,31.37,86.04,초지,Grassland,20991,100.00,2022,exact_year,58.822,4,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경남|무덤,나쁨,2022,3,쯔쯔가무시증,경남,1332,3280493,40.6037,100.00,90.41,무덤,Grave,11048,19.35,2022,exact_year,67.74,4,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경남|산길,나쁨,2022,3,쯔쯔가무시증,경남,1332,3280493,40.6037,100.00,90.41,산길,Mountain road,8662,0.00,2022,exact_year,60,4,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경남|잡목림,최악,2022,3,쯔쯔가무시증,경남,1332,3280493,40.6037,100.00,90.41,잡목림,Copse/Woodland,20558,96.49,2022,exact_year,98.596,6,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|경남|초지,최악,2022,3,쯔쯔가무시증,경남,1332,3280493,40.6037,100.00,90.41,초지,Grassland,20991,100.00,2022,exact_year,100,6,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|제주|무덤,매우 좋음,2022,3,쯔쯔가무시증,제주,67,678159,9.8797,3.21,83.62,무덤,Grave,11048,19.35,2022,exact_year,9.666,0,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|제주|산길,매우 좋음,2022,3,쯔쯔가무시증,제주,67,678159,9.8797,3.21,83.62,산길,Mountain road,8662,0.00,2022,exact_year,1.926,0,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|제주|잡목림,양호,2022,3,쯔쯔가무시증,제주,67,678159,9.8797,3.21,83.62,잡목림,Copse/Woodland,20558,96.49,2022,exact_year,40.522,2,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|제주|초지,양호,2022,3,쯔쯔가무시증,제주,67,678159,9.8797,3.21,83.62,초지,Grassland,20991,100.00,2022,exact_year,41.926,2,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|세종|무덤,매우 좋음,2022,3,쯔쯔가무시증,세종,44,383591,11.4706,1.45,81.31,무덤,Grave,11048,19.35,2022,exact_year,8.61,0,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|세종|산길,매우 좋음,2022,3,쯔쯔가무시증,세종,44,383591,11.4706,1.45,81.31,산길,Mountain road,8662,0.00,2022,exact_year,0.87,0,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|세종|잡목림,양호,2022,3,쯔쯔가무시증,세종,44,383591,11.4706,1.45,81.31,잡목림,Copse/Woodland,20558,96.49,2022,exact_year,39.466,2,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2022|쯔쯔가무시증|세종|초지,양호,2022,3,쯔쯔가무시증,세종,44,383591,11.4706,1.45,81.31,초지,Grassland,20991,100.00,2022,exact_year,40.87,2,https://www.djcidc.or.kr/bbsDown/dataBoard_new/2023091493767694428.pdf,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|서울|무덤,양호,2023,3,중증열성혈소판감소증후군(SFTS),서울,12,9386034,0.1278,38.71,,무덤,Grave,24904,27.47,2023,exact_year,34.214,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|서울|산길,좋음,2023,3,중증열성혈소판감소증후군(SFTS),서울,12,9386034,0.1278,38.71,,산길,Mountain road,14131,0.00,2023,exact_year,23.226,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|서울|잡목림,좋음,2023,3,중증열성혈소판감소증후군(SFTS),서울,12,9386034,0.1278,38.71,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,27.418,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|서울|초지,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),서울,12,9386034,0.1278,38.71,,초지,Grassland,53348,100.00,2023,exact_year,63.226,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|부산|무덤,좋음,2023,3,중증열성혈소판감소증후군(SFTS),부산,5,3293362,0.1518,16.13,,무덤,Grave,24904,27.47,2023,exact_year,20.666,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|부산|산길,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),부산,5,3293362,0.1518,16.13,,산길,Mountain road,14131,0.00,2023,exact_year,9.678,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|부산|잡목림,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),부산,5,3293362,0.1518,16.13,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,13.87,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|부산|초지,보통,2023,3,중증열성혈소판감소증후군(SFTS),부산,5,3293362,0.1518,16.13,,초지,Grassland,53348,100.00,2023,exact_year,49.678,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대구|무덤,양호,2023,3,중증열성혈소판감소증후군(SFTS),대구,10,2374960,0.4211,32.26,,무덤,Grave,24904,27.47,2023,exact_year,30.344,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대구|산길,좋음,2023,3,중증열성혈소판감소증후군(SFTS),대구,10,2374960,0.4211,32.26,,산길,Mountain road,14131,0.00,2023,exact_year,19.356,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대구|잡목림,좋음,2023,3,중증열성혈소판감소증후군(SFTS),대구,10,2374960,0.4211,32.26,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,23.548,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대구|초지,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),대구,10,2374960,0.4211,32.26,,초지,Grassland,53348,100.00,2023,exact_year,59.356,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|인천|무덤,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),인천,0,2997410,0.0000,0.00,,무덤,Grave,24904,27.47,2023,exact_year,10.988,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|인천|산길,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),인천,0,2997410,0.0000,0.00,,산길,Mountain road,14131,0.00,2023,exact_year,0,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|인천|잡목림,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),인천,0,2997410,0.0000,0.00,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,4.192,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|인천|초지,양호,2023,3,중증열성혈소판감소증후군(SFTS),인천,0,2997410,0.0000,0.00,,초지,Grassland,53348,100.00,2023,exact_year,40,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|광주|무덤,좋음,2023,3,중증열성혈소판감소증후군(SFTS),광주,2,1419237,0.1409,6.45,,무덤,Grave,24904,27.47,2023,exact_year,14.858,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|광주|산길,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),광주,2,1419237,0.1409,6.45,,산길,Mountain road,14131,0.00,2023,exact_year,3.87,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|광주|잡목림,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),광주,2,1419237,0.1409,6.45,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,8.062,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|광주|초지,보통,2023,3,중증열성혈소판감소증후군(SFTS),광주,2,1419237,0.1409,6.45,,초지,Grassland,53348,100.00,2023,exact_year,43.87,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대전|무덤,좋음,2023,3,중증열성혈소판감소증후군(SFTS),대전,3,1442216,0.2080,9.68,,무덤,Grave,24904,27.47,2023,exact_year,16.796,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대전|산길,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),대전,3,1442216,0.2080,9.68,,산길,Mountain road,14131,0.00,2023,exact_year,5.808,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대전|잡목림,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),대전,3,1442216,0.2080,9.68,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,10,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|대전|초지,보통,2023,3,중증열성혈소판감소증후군(SFTS),대전,3,1442216,0.2080,9.68,,초지,Grassland,53348,100.00,2023,exact_year,45.808,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|울산|무덤,좋음,2023,3,중증열성혈소판감소증후군(SFTS),울산,3,1103661,0.2718,9.68,,무덤,Grave,24904,27.47,2023,exact_year,16.796,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|울산|산길,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),울산,3,1103661,0.2718,9.68,,산길,Mountain road,14131,0.00,2023,exact_year,5.808,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|울산|잡목림,매우 좋음,2023,3,중증열성혈소판감소증후군(SFTS),울산,3,1103661,0.2718,9.68,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,10,0,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|울산|초지,보통,2023,3,중증열성혈소판감소증후군(SFTS),울산,3,1103661,0.2718,9.68,,초지,Grassland,53348,100.00,2023,exact_year,45.808,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경기|무덤,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),경기,31,13630821,0.2274,100.00,,무덤,Grave,24904,27.47,2023,exact_year,70.988,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경기|산길,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),경기,31,13630821,0.2274,100.00,,산길,Mountain road,14131,0.00,2023,exact_year,60,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경기|잡목림,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),경기,31,13630821,0.2274,100.00,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,64.192,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경기|초지,최악,2023,3,중증열성혈소판감소증후군(SFTS),경기,31,13630821,0.2274,100.00,,초지,Grassland,53348,100.00,2023,exact_year,100,6,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|강원|무덤,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),강원,28,1527807,1.8327,90.32,,무덤,Grave,24904,27.47,2023,exact_year,65.18,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|강원|산길,보통,2023,3,중증열성혈소판감소증후군(SFTS),강원,28,1527807,1.8327,90.32,,산길,Mountain road,14131,0.00,2023,exact_year,54.192,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|강원|잡목림,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),강원,28,1527807,1.8327,90.32,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,58.384,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|강원|초지,최악,2023,3,중증열성혈소판감소증후군(SFTS),강원,28,1527807,1.8327,90.32,,초지,Grassland,53348,100.00,2023,exact_year,94.192,6,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충북|무덤,좋음,2023,3,중증열성혈소판감소증후군(SFTS),충북,8,1593469,0.5020,25.81,,무덤,Grave,24904,27.47,2023,exact_year,26.474,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충북|산길,좋음,2023,3,중증열성혈소판감소증후군(SFTS),충북,8,1593469,0.5020,25.81,,산길,Mountain road,14131,0.00,2023,exact_year,15.486,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충북|잡목림,좋음,2023,3,중증열성혈소판감소증후군(SFTS),충북,8,1593469,0.5020,25.81,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,19.678,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충북|초지,보통,2023,3,중증열성혈소판감소증후군(SFTS),충북,8,1593469,0.5020,25.81,,초지,Grassland,53348,100.00,2023,exact_year,55.486,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충남|무덤,양호,2023,3,중증열성혈소판감소증후군(SFTS),충남,12,2130119,0.5633,38.71,,무덤,Grave,24904,27.47,2023,exact_year,34.214,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충남|산길,좋음,2023,3,중증열성혈소판감소증후군(SFTS),충남,12,2130119,0.5633,38.71,,산길,Mountain road,14131,0.00,2023,exact_year,23.226,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충남|잡목림,좋음,2023,3,중증열성혈소판감소증후군(SFTS),충남,12,2130119,0.5633,38.71,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,27.418,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|충남|초지,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),충남,12,2130119,0.5633,38.71,,초지,Grassland,53348,100.00,2023,exact_year,63.226,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전북|무덤,양호,2023,3,중증열성혈소판감소증후군(SFTS),전북,16,1754757,0.9118,51.61,,무덤,Grave,24904,27.47,2023,exact_year,41.954,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전북|산길,양호,2023,3,중증열성혈소판감소증후군(SFTS),전북,16,1754757,0.9118,51.61,,산길,Mountain road,14131,0.00,2023,exact_year,30.966,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전북|잡목림,양호,2023,3,중증열성혈소판감소증후군(SFTS),전북,16,1754757,0.9118,51.61,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,35.158,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전북|초지,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),전북,16,1754757,0.9118,51.61,,초지,Grassland,53348,100.00,2023,exact_year,70.966,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전남|무덤,양호,2023,3,중증열성혈소판감소증후군(SFTS),전남,16,1804217,0.8868,51.61,,무덤,Grave,24904,27.47,2023,exact_year,41.954,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전남|산길,양호,2023,3,중증열성혈소판감소증후군(SFTS),전남,16,1804217,0.8868,51.61,,산길,Mountain road,14131,0.00,2023,exact_year,30.966,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전남|잡목림,양호,2023,3,중증열성혈소판감소증후군(SFTS),전남,16,1804217,0.8868,51.61,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,35.158,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|전남|초지,나쁨,2023,3,중증열성혈소판감소증후군(SFTS),전남,16,1804217,0.8868,51.61,,초지,Grassland,53348,100.00,2023,exact_year,70.966,4,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경북|무덤,보통,2023,3,중증열성혈소판감소증후군(SFTS),경북,20,2554324,0.7830,64.52,,무덤,Grave,24904,27.47,2023,exact_year,49.7,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경북|산길,양호,2023,3,중증열성혈소판감소증후군(SFTS),경북,20,2554324,0.7830,64.52,,산길,Mountain road,14131,0.00,2023,exact_year,38.712,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경북|잡목림,보통,2023,3,중증열성혈소판감소증후군(SFTS),경북,20,2554324,0.7830,64.52,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,42.904,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경북|초지,매우 나쁨,2023,3,중증열성혈소판감소증후군(SFTS),경북,20,2554324,0.7830,64.52,,초지,Grassland,53348,100.00,2023,exact_year,78.712,5,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경남|무덤,보통,2023,3,중증열성혈소판감소증후군(SFTS),경남,19,3251158,0.5844,61.29,,무덤,Grave,24904,27.47,2023,exact_year,47.762,3,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경남|산길,양호,2023,3,중증열성혈소판감소증후군(SFTS),경남,19,3251158,0.5844,61.29,,산길,Mountain road,14131,0.00,2023,exact_year,36.774,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경남|잡목림,양호,2023,3,중증열성혈소판감소증후군(SFTS),경남,19,3251158,0.5844,61.29,,잡목림,Copse/Woodland,18241,10.48,2023,exact_year,40.966,2,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|경남|초지,매우 나쁨,2023,3,중증열성혈소판감소증후군(SFTS),경남,19,3251158,0.5844,61.29,,초지,Grassland,53348,100.00,2023,exact_year,76.774,5,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
2023|중증열성혈소판감소증후군(SFTS)|제주|무덤,좋음,2023,3,중증열성혈소판감소증후군(SFTS),제주,8,675252,1.1847,25.81,,무덤,Grave,24904,27.47,2023,exact_year,26.474,1,https://neweng-phwr.inforang.com/journal/view.html?number=33&spage=1406&volume=17,질병 60% + 환경별 진드기점수 40%로 계산
